timestamp,day_of_week,hour_of_day,motion_duration,label
2024-06-15 08:15:00,5,8,0.12,0
2024-06-15 13:30:00,5,13,38.0,0
2024-06-15 17:50:00,5,17,0.8,0
2024-06-15 21:30:00,5,21,68.0,0
2024-06-16 01:25:00,6,1,7.5,1
2024-06-16 04:50:00,6,4,6.0,1
2024-06-16 11:20:00,6,11,16.2,0
2024-06-16 15:35:00,6,15,5.5,0
2024-06-16 20:10:00,6,20,12.0,0
2024-06-16 23:55:00,6,23,0.9,0
2024-06-17 02:50:00,0,2,190.0,1
2024-06-17 08:00:00,0,8,4.8,0
2024-06-17 13:10:00,0,13,9.8,0
2024-06-17 15:05:00,0,15,0.85,0
2024-06-17 18:55:00,0,18,13.5,0
2024-06-17 22:20:00,0,22,19.2,0
2024-06-18 01:30:00,1,1,0.15,1
2024-06-18 03:50:00,1,3,50.5,1
2024-06-18 09:00:00,1,9,2.7,0
2024-06-18 12:25:00,1,12,118.0,0
2024-06-18 14:50:00,1,14,5.8,0
2024-06-18 16:35:00,1,16,0.32,0
2024-06-18 20:05:00,1,20,24.8,0
2024-06-18 23:50:00,1,23,10.5,0
2024-06-19 00:40:00,2,0,88.0,1
2024-06-19 04:55:00,2,4,9.2,1
2024-06-19 10:10:00,2,10,1.05,0
2024-06-19 13:40:00,2,13,21.0,0
2024-06-19 17:15:00,2,17,0.5,0
2024-06-19 21:20:00,2,21,48.0,0
2024-06-20 00:00:00,3,0,3.5,0
2024-06-20 02:20:00,3,2,148.0,1
2024-06-20 07:10:00,3,7,2.2,0
2024-06-20 11:40:00,3,11,3.5,0
2024-06-20 15:50:00,3,15,10.2,0
2024-06-20 18:40:00,3,18,15.8,0
2024-06-20 22:15:00,3,22,5.5,0
2024-06-21 00:35:00,4,0,0.19,1
2024-06-21 04:20:00,4,4,205.0,1
2024-06-21 12:30:00,4,12,1.6,0
2024-06-21 16:20:00,4,16,107.0,0
2024-06-21 19:50:00,4,19,7.0,0
2024-06-21 23:20:00,4,23,29.5,0
2024-06-22 03:30:00,5,3,12.8,1
2024-06-22 08:40:00,5,8,0.11,0
2024-06-22 14:00:00,5,14,35.0,0
2024-06-22 18:10:00,5,18,0.75,0
2024-06-22 22:00:00,5,22,72.0,0
2024-06-23 01:15:00,6,1,8.2,1
2024-06-23 05:05:00,6,5,5.2,1
2024-06-23 11:45:00,6,11,15.0,0
2024-06-23 16:00:00,6,16,6.2,0
2024-06-23 20:30:00,6,20,11.5,0
2024-06-24 00:05:00,0,0,2.0,0
2024-06-24 03:05:00,0,3,165.0,1
2024-06-24 08:20:00,0,8,5.2,0
2024-06-24 13:35:00,0,13,8.2,0
2024-06-24 15:25:00,0,15,0.9,0
2024-06-24 19:05:00,0,19,14.8,0
2024-06-24 22:50:00,0,22,21.5,0
2024-06-25 01:45:00,1,1,0.08,1
2024-06-25 04:10:00,1,4,58.0,1
2024-06-25 09:30:00,1,9,2.8,0
2024-06-25 12:50:00,1,12,122.0,0
2024-06-25 15:15:00,1,15,6.5,0
2024-06-25 17:00:00,1,17,0.28,0
2024-06-25 20:45:00,1,20,27.5,0
2024-06-25 23:40:00,1,23,12.0,0
2024-06-26 00:55:00,2,0,112.0,1
2024-06-26 05:15:00,2,5,8.8,1
2024-06-26 10:25:00,2,10,1.15,0
2024-06-26 14:10:00,2,14,23.8,0
2024-06-26 18:00:00,2,18,0.6,0
2024-06-26 21:35:00,2,21,52.0,0
2024-06-27 00:20:00,3,0,4.5,0
2024-06-27 02:55:00,3,2,160.0,1
2024-06-27 07:35:00,3,7,2.4,0
2024-06-27 12:05:00,3,12,3.8,0
2024-06-27 16:20:00,3,16,11.8,0
2024-06-27 19:15:00,3,19,16.5,0
2024-06-27 22:25:00,3,22,6.2,0
2024-06-28 00:45:00,4,0,0.25,1
2024-06-28 04:45:00,4,4,215.0,1
2024-06-28 13:00:00,4,13,1.8,0
2024-06-28 17:10:00,4,17,112.0,0
2024-06-28 20:20:00,4,20,8.5,0
2024-06-28 23:30:00,4,23,31.0,0
2024-06-29 03:55:00,5,3,13.5,1
2024-06-29 09:10:00,5,9,0.13,0
2024-06-29 14:25:00,5,14,33.0,0
2024-06-29 18:45:00,5,18,0.85,0
2024-06-29 22:15:00,5,22,78.0,0
2024-06-30 01:35:00,6,1,9.0,1
2024-06-30 05:30:00,6,5,5.5,1
2024-06-30 12:15:00,6,12,14.2,0
2024-06-30 16:40:00,6,16,7.0,0
2024-06-30 21:00:00,6,21,13.0,0
2024-07-01 00:15:00,0,0,2.5,0
2024-07-01 03:40:00,0,3,170.0,1
2024-07-01 08:55:00,0,8,5.5,0
2024-07-01 14:15:00,0,14,9.5,0
2024-07-01 16:05:00,0,16,1.0,0
2024-07-01 19:55:00,0,19,15.5,0
2024-07-01 23:05:00,0,23,22.8,0
2024-07-02 02:00:00,1,2,0.09,1
2024-07-02 04:35:00,1,4,62.0,1
2024-07-02 10:00:00,1,10,3.0,0
2024-07-02 13:20:00,1,13,128.0,0
2024-07-02 15:45:00,1,15,7.2,0
2024-07-02 17:30:00,1,17,0.3,0
2024-07-02 21:10:00,1,21,29.0,0
2024-07-03 00:00:00,2,0,3.8,0
2024-07-03 02:40:00,2,2,98.0,1
2024-07-03 05:50:00,2,5,9.5,1
2024-07-03 11:05:00,2,11,1.25,0
2024-07-03 15:30:00,2,15,25.5,0
2024-07-03 18:55:00,2,18,0.7,0
2024-07-03 22:20:00,2,22,58.0,0
2024-07-04 00:30:00,3,0,5.0,0
2024-07-04 03:15:00,3,3,152.0,1
2024-07-04 08:05:00,3,8,2.6,0
2024-07-04 12:40:00,3,12,4.2,0
2024-07-04 17:00:00,3,17,13.0,0
2024-07-04 20:25:00,3,20,17.8,0
2024-07-04 23:45:00,3,23,7.0,0
2024-07-05 01:10:00,4,1,0.28,1
2024-07-05 05:10:00,4,5,198.0,1
2024-07-05 13:30:00,4,13,2.0,0
2024-07-05 18:00:00,4,18,104.0,0
2024-07-05 21:15:00,4,21,9.2,0
2024-07-06 00:25:00,5,0,32.5,0
2024-07-06 04:20:00,5,4,14.2,1
2024-07-06 10:20:00,5,10,0.14,0
2024-07-06 15:35:00,5,15,30.0,0
2024-07-06 19:50:00,5,19,0.95,0
2024-07-06 23:10:00,5,23,85.0,0
2024-07-07 02:25:00,6,2,10.5,1
2024-07-07 06:15:00,6,6,6.8,1
2024-07-07 13:05:00,6,13,13.5,0
2024-07-07 17:30:00,6,17,8.5,0
2024-07-07 22:00:00,6,22,14.5,0
2024-07-08 00:40:00,0,0,3.0,0
2024-07-08 04:00:00,0,4,180.0,1
2024-07-08 09:30:00,0,9,6.0,0
2024-07-08 14:50:00,0,14,10.2,0
2024-07-08 16:40:00,0,16,1.2,0
2024-07-08 20:35:00,0,20,16.2,0
2024-07-08 23:55:00,0,23,24.0,0
2024-07-09 02:20:00,1,2,0.11,1
2024-07-09 05:00:00,1,5,65.0,1
2024-07-09 10:45:00,1,10,3.5,0
2024-07-09 14:10:00,1,14,132.0,0
2024-07-09 16:20:00,1,16,8.0,0
2024-07-09 18:05:00,1,18,0.35,0
2024-07-09 22:30:00,1,22,31.5,0
2024-07-10 00:50:00,2,0,4.2,0
2024-07-10 03:25:00,2,3,108.0,1
2024-07-10 06:40:00,2,6,10.8,1
2024-07-10 12:15:00,2,12,1.4,0
2024-07-10 16:45:00,2,16,28.0,0
2024-07-10 19:20:00,2,19,0.8,0
2024-07-10 23:40:00,2,23,62.0,0
2024-07-11 01:05:00,3,1,5.5,0
2024-07-11 04:15:00,3,4,145.0,1
2024-07-11 09:10:00,3,9,2.9,0
2024-07-11 13:50:00,3,13,4.5,0
2024-07-11 18:25:00,3,18,14.2,0
2024-07-11 21:50:00,3,21,18.5,0
2024-07-12 00:10:00,4,0,0.3,1
2024-07-12 04:50:00,4,4,220.0,1
2024-07-12 14:20:00,4,14,2.2,0
2024-07-12 19:00:00,4,19,116.0,0
2024-07-12 22:10:00,4,22,10.5,0
2024-07-13 01:50:00,5,1,35.8,0
2024-07-13 05:35:00,5,5,15.5,1
2024-07-13 11:30:00,5,11,0.16,0
2024-07-13 16:55:00,5,16,28.5,0
2024-07-13 20:40:00,5,20,1.1,0
2024-07-14 00:00:00,6,0,92.0,0
2024-07-14 03:10:00,6,3,11.8,1
2024-07-14 07:45:00,6,7,7.5,1
2024-07-14 14:35:00,6,14,12.8,0
2024-07-14 18:50:00,6,18,9.8,0
2024-07-14 23:15:00,6,23,15.8,0
2024-07-15 02:45:00,0,2,192.0,1
2024-07-15 08:10:00,0,8,5.8,0
2024-07-15 13:25:00,0,13,11.2,0
2024-07-15 15:15:00,0,15,1.1,0
2024-07-15 19:40:00,0,19,17.5,0
2024-07-15 23:20:00,0,23,26.8,0
2024-07-16 01:55:00,1,1,0.13,1
2024-07-16 04:25:00,1,4,68.0,1
2024-07-16 09:50:00,1,9,3.2,0
2024-07-16 13:15:00,1,13,138.0,0
2024-07-16 15:35:00,1,15,8.5,0
2024-07-16 17:25:00,1,17,0.4,0
2024-07-16 21:45:00,1,21,33.8,0
2024-07-17 00:30:00,2,0,4.8,0
2024-07-17 03:50:00,2,3,115.0,1
2024-07-17 07:05:00,2,7,11.5,1
2024-07-17 12:40:00,2,12,1.6,0
2024-07-17 17:10:00,2,17,30.5,0
2024-07-17 20:00:00,2,20,0.9,0
2024-07-18 00:15:00,3,0,65.0,0
2024-07-18 02:30:00,3,2,158.0,1
2024-07-18 07:55:00,3,7,3.1,0
2024-07-18 12:20:00,3,12,4.8,0
2024-07-18 16:45:00,3,16,12.8,0
2024-07-18 20:20:00,3,20,19.2,0
2024-07-18 23:35:00,3,23,7.5,0
2024-07-19 01:15:00,4,1,0.32,1
2024-07-19 05:40:00,4,5,208.0,1
2024-07-19 14:05:00,4,14,2.5,0
2024-07-19 18:30:00,4,18,121.0,0
2024-07-19 21:55:00,4,21,11.2,0
2024-07-20 01:25:00,5,1,38.5,0
2024-07-20 05:15:00,5,5,16.8,1
2024-07-20 11:10:00,5,11,0.18,0
2024-07-20 16:35:00,5,16,31.2,0
2024-07-20 20:50:00,5,20,1.25,0
2024-07-21 00:05:00,6,0,88.0,0
2024-07-21 04:20:00,6,4,12.5,1
2024-07-21 08:30:00,6,8,8.2,1
2024-07-21 15:15:00,6,15,13.5,0
2024-07-21 19:40:00,6,19,10.5,0
2024-07-22 00:00:00,0,0,3.2,0
2024-07-22 04:10:00,0,4,188.0,1
2024-07-22 09:35:00,0,9,6.5,0
2024-07-22 14:55:00,0,14,11.8,0
2024-07-22 16:45:00,0,16,1.4,0
2024-07-22 20:40:00,0,20,17.8,0
2024-07-23 00:25:00,1,0,27.5,0
2024-07-23 03:15:00,1,3,0.15,1
2024-07-23 06:00:00,1,6,72.0,1
2024-07-23 11:25:00,1,11,3.8,0
2024-07-23 14:50:00,1,14,145.0,0
2024-07-23 17:10:00,1,17,9.2,0
2024-07-23 19:00:00,1,19,0.45,0
2024-07-23 23:20:00,1,23,35.5,0
2024-07-24 01:40:00,2,1,5.2,0
2024-07-24 04:55:00,2,4,122.0,1
2024-07-24 08:20:00,2,8,12.8,1
2024-07-24 13:50:00,2,13,1.8,0
2024-07-24 18:25:00,2,18,33.0,0
2024-07-24 21:15:00,2,21,1.05,0
2024-07-25 01:30:00,3,1,70.0,0
2024-07-25 03:45:00,3,3,162.0,1
2024-07-25 09:10:00,3,9,3.4,0
2024-07-25 13:35:00,3,13,5.2,0
2024-07-25 18:00:00,3,18,13.5,0
2024-07-25 21:35:00,3,21,20.5,0
2024-07-26 00:50:00,4,0,8.2,0
2024-07-26 02:05:00,4,2,0.35,1
2024-07-26 06:20:00,4,6,212.0,1
2024-07-26 15:40:00,4,15,2.8,0
2024-07-26 20:05:00,4,20,125.0,0
2024-07-26 23:30:00,4,23,12.5,0
2024-07-27 02:15:00,5,2,40.2,0
2024-07-27 06:05:00,5,6,17.5,1
2024-07-27 12:00:00,5,12,0.2,0
2024-07-27 17:20:00,5,17,32.8,0
2024-07-27 21:45:00,5,21,1.4,0
2024-07-28 01:10:00,6,1,84.0,0
2024-07-28 05:30:00,6,5,13.2,1
2024-07-28 09:45:00,6,9,9.0,1
2024-07-28 16:25:00,6,16,14.2,0
2024-07-28 20:50:00,6,20,11.2,0
2024-07-29 00:20:00,0,0,3.5,0
2024-07-29 04:35:00,0,4,195.0,1
2024-07-29 10:00:00,0,10,7.2,0
2024-07-29 15:20:00,0,15,12.5,0
2024-07-29 17:10:00,0,17,1.6,0
2024-07-29 21:05:00,0,21,18.5,0
2024-07-30 00:45:00,1,0,29.8,0
2024-07-30 04:00:00,1,4,0.17,1
2024-07-30 07:15:00,1,7,75.0,1
2024-07-30 12:40:00,1,12,4.2,0
2024-07-30 16:05:00,1,16,150.0,0
2024-07-30 18:25:00,1,18,10.0,0
2024-07-30 20:15:00,1,20,0.5,0
2024-07-31 00:35:00,2,0,37.2,0
2024-07-31 03:20:00,2,3,128.0,1
2024-07-31 07:40:00,2,7,13.5,1
2024-07-31 14:10:00,2,14,2.0,0
2024-07-31 18:45:00,2,18,35.5,0
2024-07-31 21:35:00,2,21,1.15,0
2024-08-01 01:50:00,3,1,73.0,0
2024-08-01 04:10:00,3,4,168.0,1
2024-08-01 09:35:00,3,9,3.7,0
2024-08-01 14:00:00,3,14,5.8,0
2024-08-01 18:25:00,3,18,14.2,0
2024-08-01 22:00:00,3,22,21.8,0
2024-08-02 01:15:00,4,1,9.0,0
2024-08-02 03:30:00,4,3,0.4,1
2024-08-02 07:50:00,4,7,218.0,1
2024-08-02 17:15:00,4,17,3.0,0
2024-08-02 21:40:00,4,21,129.0,0
2024-08-03 01:05:00,5,1,42.5,0
2024-08-03 05:55:00,5,5,18.2,1
2024-08-03 11:50:00,5,11,0.22,0
2024-08-03 17:10:00,5,17,34.5,0
2024-08-03 21:30:00,5,21,1.5,0
2024-08-04 01:55:00,6,1,80.0,0
2024-08-04 06:15:00,6,6,13.8,1
2024-08-04 10:30:00,6,10,9.5,1
2024-08-04 17:10:00,6,17,14.8,0
2024-08-04 21:35:00,6,21,11.8,0
2024-08-05 00:55:00,0,0,3.8,0
2024-08-05 05:10:00,0,5,202.0,1
2024-08-05 10:35:00,0,10,7.8,0
2024-08-05 15:55:00,0,15,13.2,0
2024-08-05 17:45:00,0,17,1.8,0
2024-08-05 21:40:00,0,21,19.2,0
2024-08-06 01:20:00,1,1,31.5,0
2024-08-06 04:40:00,1,4,0.19,1
2024-08-06 08:00:00,1,8,78.0,1
2024-08-06 13:25:00,1,13,4.5,0
2024-08-06 16:50:00,1,16,155.0,0
2024-08-06 19:10:00,1,19,10.8,0
2024-08-06 21:00:00,1,21,0.55,0
2024-08-07 01:25:00,2,1,39.0,0
2024-08-07 04:45:00,2,4,132.0,1
2024-08-07 09:10:00,2,9,14.2,1
2024-08-07 15:35:00,2,15,2.2,0
2024-08-07 20:10:00,2,20,37.0,0
2024-08-07 23:00:00,2,23,1.25,0
2024-08-08 02:15:00,3,2,76.0,0
2024-08-08 04:35:00,3,4,172.0,1
2024-08-08 10:00:00,3,10,4.0,0
2024-08-08 14:25:00,3,14,6.2,0
2024-08-08 18:50:00,3,18,15.0,0
2024-08-08 22:25:00,3,22,22.5,0
2024-08-09 01:40:00,4,1,9.8,0
2024-08-09 04:00:00,4,4,0.45,1
2024-08-09 08:20:00,4,8,222.0,1
2024-08-09 18:40:00,4,18,3.2,0
2024-08-09 23:05:00,4,23,132.0,0
2024-08-10 02:30:00,5,2,44.0,0
2024-08-10 06:45:00,5,6,19.0,1
2024-08-10 12:40:00,5,12,0.25,0
2024-08-10 18:00:00,5,18,36.2,0
2024-08-10 22:20:00,5,22,1.6,0
2024-08-11 02:45:00,6,2,76.5,0
2024-08-11 07:05:00,6,7,14.5,1
2024-08-11 11:20:00,6,11,10.2,1
2024-08-11 18:00:00,6,18,15.5,0
2024-08-11 22:25:00,6,22,12.5,0
2024-08-12 01:45:00,0,1,4.2,0
2024-08-12 06:00:00,0,6,208.0,1
2024-08-12 11:25:00,0,11,8.5,0
2024-08-12 16:45:00,0,16,14.0,0
2024-08-12 18:35:00,0,18,2.0,0
2024-08-12 22:30:00,0,22,20.0,0
2024-08-13 02:10:00,1,2,33.8,0
2024-08-13 05:30:00,1,5,0.21,1
2024-08-13 08:50:00,1,8,80.0,1
2024-08-13 14:15:00,1,14,4.8,0
2024-08-13 17:40:00,1,17,160.0,0
2024-08-13 20:00:00,1,20,11.5,0
2024-08-13 21:50:00,1,21,0.6,0
2024-08-14 02:15:00,2,2,41.5,0
2024-08-14 05:35:00,2,5,136.0,1
2024-08-14 10:00:00,2,10,15.0,1
2024-08-14 16:20:00,2,16,2.4,0
2024-08-14 20:55:00,2,20,38.5,0
2024-08-15 00:15:00,3,0,1.4,0
2024-08-15 02:55:00,3,2,78.0,0
2024-08-15 05:15:00,3,5,175.0,1
2024-08-15 10:40:00,3,10,4.3,0
2024-08-15 15:05:00,3,15,6.8,0
2024-08-15 19:30:00,3,19,15.8,0
2024-08-15 23:05:00,3,23,23.2,0
2024-08-16 02:20:00,4,2,10.5,0
2024-08-16 04:40:00,4,4,0.5,1
2024-08-16 09:00:00,4,9,225.0,1
2024-08-16 19:20:00,4,19,3.5,0
2024-08-17 00:40:00,5,0,46.0,0
2024-08-17 04:25:00,5,4,19.5,1
2024-08-17 10:20:00,5,10,0.28,0
2024-08-17 15:40:00,5,15,37.5,0
2024-08-17 20:05:00,5,20,1.7,0
2024-08-18 00:30:00,6,0,73.0,0
2024-08-18 04:50:00,6,4,15.0,1
2024-08-18 09:10:00,6,9,10.8,1
2024-08-18 15:45:00,6,15,16.0,0
2024-08-18 20:10:00,6,20,13.0,0
2024-08-19 00:30:00,0,0,4.5,0
2024-08-19 05:45:00,0,5,215.0,1
2024-08-19 11:10:00,0,11,9.0,0
2024-08-19 16:30:00,0,16,14.8,0
2024-08-19 18:20:00,0,18,2.2,0
2024-08-19 22:15:00,0,22,20.8,0
2024-08-20 02:50:00,1,2,35.5,0
2024-08-20 06:10:00,1,6,0.23,1
2024-08-20 09:30:00,1,9,82.0,1
2024-08-20 14:55:00,1,14,5.2,0
2024-08-20 18:20:00,1,18,165.0,0
2024-08-20 20:40:00,1,20,12.2,0
2024-08-20 22:30:00,1,22,0.65,0
2024-08-21 02:55:00,2,2,43.0,0
2024-08-21 06:15:00,2,6,140.0,1
2024-08-21 10:40:00,2,10,15.8,1
2024-08-21 17:00:00,2,17,2.6,0
2024-08-21 21:35:00,2,21,39.8,0
2024-08-22 01:00:00,3,1,1.6,0
2024-08-22 04:15:00,3,4,80.0,0
2024-08-22 06:35:00,3,6,178.0,1
2024-08-22 12:00:00,3,12,4.6,0
2024-08-22 16:25:00,3,16,7.2,0
2024-08-22 20:50:00,3,20,16.5,0
2024-08-23 00:15:00,4,0,24.5,0
2024-08-23 02:30:00,4,2,11.2,0
2024-08-23 05:50:00,4,5,0.55,1
2024-08-23 10:10:00,4,10,228.0,1
2024-08-23 20:30:00,4,20,3.8,0
2024-08-24 01:55:00,5,1,48.5,0
2024-08-24 05:40:00,5,5,20.2,1
2024-08-24 11:35:00,5,11,0.3,0
2024-08-24 16:55:00,5,16,39.0,0
2024-08-24 21:20:00,5,21,1.8,0
2024-08-25 01:45:00,6,1,69.5,0
2024-08-25 06:05:00,6,6,15.5,1
2024-08-25 10:25:00,6,10,11.2,1
2024-08-25 17:05:00,6,17,16.5,0
2024-08-25 21:30:00,6,21,13.5,0
2024-08-26 01:00:00,0,1,5.0,0
2024-08-26 06:15:00,0,6,222.0,1
2024-08-26 11:40:00,0,11,9.5,0
2024-08-26 17:00:00,0,17,15.5,0
2024-08-26 18:50:00,0,18,2.4,0
2024-08-26 22:45:00,0,22,21.5,0
2024-08-27 03:20:00,1,3,37.2,0
2024-08-27 06:40:00,1,6,0.26,1
2024-08-27 10:00:00,1,10,85.0,1
2024-08-27 15:25:00,1,15,5.5,0
2024-08-27 18:50:00,1,18,170.0,0
2024-08-27 21:10:00,1,21,12.8,0
2024-08-27 23:00:00,1,23,0.7,0
2024-08-28 03:25:00,2,3,45.0,0
2024-08-28 06:45:00,2,6,144.0,1
